交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
土地,龍眼林段691~720地號,1070620,土地2建物0車位0,,,其他,0,0.0,0,0,0,有,無,760000,371,0,001
土地,龍眼林段691~720地號,1100320,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,900000,440,0,001
土地,新豐段2131~2160地號,1060310,土地1建物0車位0,,,其他,0,0.0,0,0,0,有,無,10380000,48369,0,002
土地,新豐段2131~2160地號,1100210,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,12073000,56258,0,002
土地,將軍段421~450地號,1060218,土地2建物0車位0,,,其他,0,0.0,0,0,0,有,無,8750000,21165,0,003
土地,將軍段421~450地號,1100318,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,21000000,50796,0,003
房地(土地+建物),南投縣魚池鄉有水巷31~60號,1030413,土地2建物2車位0,全,一層,透天厝,33,36.42,2,0,2,有,無,460000,12630,0,004
房地(土地+建物),有水巷31~60號,1100313,土地1建物1車位0,全,一層,透天厝,40,18.21,1,0,1,有,無,500000,27457,0,004
房地(土地+建物),南投縣竹山鎮竹圍里大禮路211~240號,1020822,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),15,88.23,3,2,2,有,有,1600000,18134,0,005
房地(土地+建物),大禮路211~240號,1100222,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),22,111.11,3,2,2,有,有,2600000,23400,0,005
土地,包尾段661~690地號,1071225,土地3建物0車位0,,,其他,0,0.0,0,0,0,有,無,6500000,8380,0,006
土地,包尾段661~690地號,1100125,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,7600000,5223,0,006
房地(土地+建物),南投縣竹山鎮大公街31~60號,1080922,土地2建物1車位0,全,二層,透天厝,43,24.84,5,2,2,有,無,200000,8052,0,007
房地(土地+建物),大公街31~60號,1100222,土地1建物1車位0,全,二層,透天厝,45,124.2,4,2,2,有,無,1600000,12882,0,007
房地(土地+建物),南投縣埔里鎮中山路三段241~270號,1031012,土地1建物2車位0,三層,十二層,住宅大樓(11層含以上有電梯),20,103.55,3,2,2,有,有,2250000,21729,0,008
房地(土地+建物),中山路三段241~270號,1100312,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),26,103.55,3,2,2,有,有,4800000,46354,0,008
土地,新福興31~60地號,1100215,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,27712951,21100,0,009
土地,新福興31~60地號,1100315,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,29312951,22318,0,009
土地,新福興31~60地號,1100212,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,202429767,19100,0,010
土地,新福興31~60地號,1100312,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,130311470,20580,0,010
土地,東池段751~780地號,1011105,土地5建物0車位0,,,其他,-1,0.0,0,0,0,有,無,7048800,15124,0,011
土地,東池段751~780地號,1040105,土地5建物0車位0,,,其他,0,0.0,0,0,0,有,無,3806000,8166,0,011
土地,東池段751~780地號,1080105,土地7建物0車位0,,,其他,0,0.0,0,0,0,有,無,4017930,8621,0,011
土地,東池段751~780地號,1080605,土地6建物0車位0,,,其他,0,0.0,0,0,0,有,無,3053085,8372,0,011
土地,東池段961~990地號,1100305,土地5建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2744154,9075,0,011
房地(土地+建物),南投縣草屯鎮富頂路一段360巷31~60號,1080914,土地2建物1車位0,全,二層,透天厝,38,86.34,6,1,6,有,無,3600000,41696,0,012
房地(土地+建物),南投縣草屯鎮富頂路一段360巷31~60號,1081114,土地2建物1車位0,全,二層,透天厝,38,86.34,4,2,3,有,無,3880000,44939,0,012
房地(土地+建物),富頂路一段360巷31~60號,1100314,土地2建物1車位0,全,二層,透天厝,40,86.34,4,2,2,有,無,6000000,69493,0,012
房地(土地+建物),碧山路727巷271~300號,1091013,土地1建物1車位0,全,二層,透天厝,37,145.5,4,2,2,有,無,11300000,77663,0,013
房地(土地+建物),碧山路727巷271~300號,1100313,土地1建物1車位0,全,二層,透天厝,37,145.5,4,2,2,有,無,10950000,75258,0,013
房地(土地+建物),南投縣南投市光明南路72巷31~60號,1080107,土地3建物1車位0,全,三層,透天厝,26,129.0,4,2,3,有,無,6600000,51163,0,014
房地(土地+建物),光明南路72巷31~60號,1100307,土地3建物1車位0,全,三層,透天厝,28,129.0,4,2,3,有,有,7100000,55039,0,014
房地(土地+建物)+車位,南新路331~360號,1061215,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),0,96.18,2,2,2,有,有,5440000,58577,550000,015
房地(土地+建物),南新路331~360號,1100215,土地1建物1車位0,五層,七層,公寓(5樓含以下無電梯),1,96.18,2,1,1,有,無,6000000,62383,0,015
房地(土地+建物),南投縣南投市成功三路211~240號,1070219,土地2建物1車位0,一層，二層，三層，屋頂突出物，地下層,三層,工廠,21,2298.04,0,0,0,無,無,120000000,,0,016
房地(土地+建物),成功三路211~240號,1100219,土地2建物1車位0,一層，二層，三層，屋頂突出物，地下層,三層,廠辦,24,2298.04,10,4,5,有,無,143000000,62227,0,016
土地,中興段991~1020地號,1090626,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,28000,4211,0,017
土地,中興段991~1020地號,1100126,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,28000,4211,0,017
房地(土地+建物),南投縣南投市南崗一路363巷5弄1~30號,1060319,土地1建物1車位0,全,五層,透天厝,1,382.92,8,2,9,有,有,26530000,69283,0,018
房地(土地+建物),南投縣南投市南崗一路363巷5弄1~30號,1090119,土地1建物1車位0,全,五層,透天厝,3,382.92,6,2,6,有,有,26700000,69727,0,018
房地(土地+建物),南崗一路363巷5弄1~30號,1100319,土地1建物1車位0,全,五層,透天厝,5,382.92,8,2,7,有,有,26000000,67899,0,018
房地(土地+建物),南投縣南投市華陽路301~330號,1050928,土地1建物1車位0,全,四層,透天厝,4,187.67,4,2,3,有,無,9500000,50621,0,019
房地(土地+建物),華陽路301~330號,1100228,土地1建物1車位0,全,四層,透天厝,8,187.67,7,0,7,有,無,11000000,58614,0,019
房地(土地+建物),南投縣草屯鎮玉成路76巷1~30號,1080106,土地1建物1車位0,全,二層,透天厝,38,191.16,3,2,2,有,無,3800000,19879,0,020
房地(土地+建物),南投縣草屯鎮玉成路76巷1~30號,1080606,土地1建物1車位0,全,二層,透天厝,39,191.16,3,2,2,有,無,3900000,20402,0,020
房地(土地+建物),玉成路76巷1~30號,1100206,土地1建物1車位0,全,二層,透天厝,40,191.16,4,2,4,有,無,4200000,21971,0,020
土地,坪仔頂段991~1020地號,1051022,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1509000,7433,0,021
土地,坪仔頂段991~1020地號,1100322,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2180000,20525,0,021
房地(土地+建物),南投縣竹山鎮鹿山路243巷1~30號,1030705,土地2建物1車位0,全,三層,透天厝,20,232.22,4,3,3,有,無,2760000,11885,0,022
房地(土地+建物),鹿山路243巷1~30號,1100205,土地2建物1車位0,全,三層,透天厝,27,232.22,5,2,3,有,無,5900000,25407,0,022
房地(土地+建物),頂林路391~420號,1091123,土地2建物1車位0,全,一層,透天厝,36,172.3,3,1,1,有,無,2300000,13349,0,023
房地(土地+建物),頂林路391~420號,1100223,土地2建物1車位0,全,一層,透天厝,36,172.3,2,1,1,有,無,2400000,13929,0,023
土地,後寮段151~180地號,1080809,土地3建物0車位0,,,其他,0,0.0,0,0,0,有,無,3950000,2276,0,024
土地,後寮段151~180地號,1100309,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,5500000,3169,0,024
土地,半山段241~270地號,1100324,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2010000,17106,0,025
土地,半山段241~270地號,1100324,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2010000,17106,0,025
土地,籃城段481~510地號,1020101,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,7200000,3600,0,027
土地,籃城段481~510地號,1100401,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,6050000,6050,0,027
土地,新福興31~60地號,1100320,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,17368416,20800,0,028
土地,新福興31~60地號,1100320,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,18236836,21840,0,028
土地,新埔段121~150地號,1021023,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,30432614,8300,0,029
土地,新埔段121~150地號,1100223,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,46214168,12604,0,029
土地,日新段871~900地號,1060811,土地3建物0車位0,,,其他,0,0.0,0,0,0,有,無,11000000,32269,0,030
土地,日新段871~900地號,1061211,土地3建物0車位0,,,其他,0,0.0,0,0,0,有,無,7910000,34170,0,030
土地,日新段871~900地號,1100311,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,40888,8194,0,030
土地,隘寮段61~90地號,1030825,土地1建物0車位0,,,其他,0,0.0,0,0,0,有,無,5430000,21174,0,031
土地,隘寮段61~90地號,1100125,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,5525000,21544,0,031
土地,北埔段91~120地號,1040120,土地1建物0車位0,,,其他,0,0.0,0,0,0,有,無,1200000,13344,0,032
土地,北埔段91~120地號,1100320,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,6000000,33156,0,032
房地(土地+建物),仁和路82巷1~30號,1090629,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),1,35.4,1,1,1,有,有,2000000,56497,0,033
房地(土地+建物),仁和路82巷1~30號,1090829,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),1,35.4,1,1,1,有,有,2300000,64972,0,033
房地(土地+建物),仁和路82巷1~30號,1100129,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),2,35.4,1,1,1,有,無,3200000,90395,0,033
土地,八股段1~30地號,1090922,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1414800,3112,0,034
土地,八股段1~30地號,1100222,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,332000,4382,0,034
土地,八德段121~150地號,1030518,土地2建物0車位0,,,其他,0,0.0,0,0,0,有,無,5000000,20176,0,035
土地,八德段121~150地號,1100318,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,7500000,30264,0,035
土地,光華段781~810地號,1091122,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,8680000,13499,0,036
土地,光華段781~810地號,1100222,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,9100000,14152,0,036
